0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.17262639,0.024154589,0.15057915,0.16666667,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.13,0.10526316,0.15,0.25,0.030303031,0.015151516,0.33333334,0.0,0.4,0.29032257,0.46153846,0.8333333
0.0,0.06763285,0.3783784,0.16666667,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.13,0.0,0.54,0.03125,0.0,0.0,0.1375,0.0,0.225,0.29032257,0.30769232,0.537037
0.07398274,0.038647342,0.09266409,0.03846154,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.03,0.05263158,0.67,0.03125,0.030303031,0.015151516,0.42916667,0.0,0.225,0.29032257,0.0,1.0
0.41430333,0.1884058,0.49420848,0.08974359,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.07,0.0,0.43,0.28125,0.015151516,0.015151516,0.033333335,0.0,0.225,0.29032257,0.0,0.537037
0.11220715,0.04347826,0.17374517,0.3974359,0.05263158,0.05263158,0.97,0.26373628,0.0,0.6666667,0.32,0.05263158,0.16,0.25,0.060606062,0.060606062,0.31666666,0.10020877,0.55,0.32258064,0.42307693,0.7777778
0.19112207,0.048309177,0.32818532,0.15384616,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.12,0.05263158,0.25,0.25,0.030303031,0.015151516,0.033333335,0.06680585,0.2,0.32258064,0.0,0.6296296
0.3267571,0.009661836,0.41312742,0.12820514,0.10526316,0.0,0.71,0.08791209,0.44444445,0.5,0.14,0.05263158,0.43,0.03125,0.015151516,0.015151516,0.24583334,0.0,0.275,0.29032257,0.30769232,0.8148148
0.091245376,0.033816423,0.15830116,0.21794872,0.0,0.0,0.94,0.0,0.6666667,0.6666667,0.17,0.05263158,0.24,0.25,0.015151516,0.015151516,0.3125,0.18997912,0.4,0.38709676,0.42307693,0.8703704
0.1541307,0.014492754,0.1969112,0.23076923,0.0,0.0,0.89,0.21978022,0.6666667,0.6666667,0.19,0.05263158,0.53,0.25,0.045454547,0.045454547,0.15416667,0.15240084,0.275,0.38709676,0.30769232,0.8888889
0.15536375,0.038647342,0.26254827,0.30769232,0.31578946,0.05263158,0.63,0.10989011,0.44444445,0.16666667,0.3,0.05263158,0.1,0.25,0.0,0.0,0.18333334,0.07515658,0.3,0.3548387,0.3846154,0.5740741
0.11467324,0.009661836,0.21621622,0.08974359,0.05263158,0.05263158,0.78,0.3846154,0.6666667,0.33333334,0.09,0.10526316,0.44,0.25,0.0,0.0,0.054166667,0.0,0.275,0.29032257,0.0,0.8148148
0.36128238,0.014492754,0.3088803,0.32051283,0.05263158,0.0,0.93,0.37362638,0.6666667,0.5,0.27,0.05263158,0.33,0.25,0.10606061,0.10606061,0.15833333,0.0960334,0.25,0.38709676,0.34615386,0.7962963
0.20961775,0.024154589,0.3127413,0.24358974,0.0,0.0,0.85,0.10989011,0.44444445,0.6666667,0.2,0.10526316,0.35,0.25,0.0,0.0,0.40416667,0.0,0.4,0.29032257,0.3846154,0.9074074
0.08261406,0.014492754,0.08880309,0.1923077,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.17,0.2631579,0.41,0.25,0.0,0.0,0.34583333,0.22338204,0.325,0.32258064,0.3846154,0.7962963
0.31442663,0.033816423,0.35907337,0.47435898,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.41,0.10526316,0.37,0.03125,0.045454547,0.045454547,0.27916667,0.18580376,0.35,0.32258064,0.34615386,0.7685185
0.20345253,0.038647342,0.3011583,0.2820513,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.22,0.05263158,0.5,0.25,0.030303031,0.030303031,0.041666668,0.19415449,0.225,0.32258064,0.30769232,0.6296296
0.33415535,0.028985508,0.3938224,0.33333334,0.0,0.0,0.92,0.24175824,0.6666667,0.6666667,0.26,0.10526316,0.23,0.0,0.0,0.0,0.09166667,0.052192066,0.3,0.32258064,0.34615386,0.5740741
0.37854502,0.009661836,0.35135135,0.15384616,0.0,0.0,0.93,0.5934066,0.6666667,0.6666667,0.14,0.15789473,0.14,0.25,0.030303031,0.030303031,0.054166667,0.2275574,0.275,0.32258064,0.30769232,0.7962963
0.27496916,0.014492754,0.3127413,0.23076923,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.11,0.10526316,0.5,0.3125,0.015151516,0.015151516,0.15,0.217119,0.275,0.32258064,0.30769232,0.6574074
0.23551172,0.15458937,0.35135135,0.102564104,0.42105263,0.42105263,0.67,0.12087912,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.033333335,0.0,0.2,0.0,0.30769232,0.30555555
0.19852035,0.10144927,0.22779922,0.35897437,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.29,0.0,0.34,0.25,0.015151516,0.015151516,0.104166664,0.0,0.275,0.29032257,0.34615386,0.44444445
0.26387176,0.06763285,0.27799228,0.32051283,0.2631579,0.2631579,0.88,0.15384616,0.44444445,0.6666667,0.26,0.0,0.69,0.25,0.015151516,0.015151516,0.35,0.18789144,0.25,0.3548387,0.34615386,1.0
0.41183725,0.024154589,0.22007722,0.24358974,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.19,0.21052632,0.05,0.25,0.015151516,0.015151516,0.11666667,0.0,0.35,0.29032257,0.34615386,1.0
0.24660912,0.009661836,0.5444015,0.15384616,0.10526316,0.05263158,0.88,0.14285715,0.22222222,0.33333334,0.25,0.05263158,0.44,0.03125,0.0,0.0,0.26666668,0.20041753,0.325,0.3548387,0.34615386,0.8981481
0.6054254,0.033816423,0.8416988,0.15384616,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.12,0.05263158,0.17,0.25,0.0,0.0,0.0375,0.21294363,0.225,0.29032257,0.30769232,0.30555555
0.094944514,0.25603864,0.22779922,0.025641026,0.10526316,0.10526316,0.67,0.3956044,0.6666667,0.0,0.03,0.0,0.67,0.25,0.09090909,0.09090909,0.05,0.0,0.225,0.0,0.30769232,1.0
0.48458692,0.024154589,0.2934363,0.6666667,0.05263158,0.0,0.98,0.34065935,0.6666667,0.5,0.56,0.10526316,0.41,0.40625,0.015151516,0.015151516,0.09583333,0.1565762,0.425,0.3548387,0.30769232,0.5740741
0.29593095,0.072463766,0.4092664,0.35897437,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.28,0.0,0.32,0.0,0.0,0.0,0.054166667,0.16701461,0.275,0.32258064,0.30769232,0.6574074
0.27127004,0.019323671,0.10810811,0.2820513,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.22,0.21052632,0.41,0.4375,0.0,0.0,0.19166666,0.1691023,0.325,0.41935483,0.3846154,0.787037
0.2404439,0.014492754,0.26254827,0.35897437,0.05263158,0.0,0.97,0.0989011,0.44444445,0.5,0.3,0.10526316,0.57,0.5625,0.0,0.0,0.16666667,0.12734865,0.35,0.38709676,0.34615386,0.787037
0.17632553,0.009661836,0.22779922,0.115384616,0.15789473,0.10526316,0.69,0.32967034,0.6666667,0.16666667,0.14,0.05263158,0.38,0.25,0.0,0.0,0.033333335,0.0,0.2,0.0,0.0,0.074074075
0.17755857,0.028985508,0.26254827,0.37179488,0.05263158,0.05263158,0.97,0.17582418,0.44444445,0.6666667,0.32,0.15789473,0.6,0.4375,0.0,0.0,0.1875,0.19832985,0.275,0.58064514,0.34615386,0.9351852
0.15166461,0.033816423,0.18532819,0.23076923,0.21052632,0.10526316,0.82,0.34065935,0.6666667,0.16666667,0.22,0.10526316,0.18,0.25,0.0,0.0,0.12916666,0.21085595,0.325,0.32258064,0.34615386,0.4537037
0.27620223,0.024154589,0.32818532,0.64102566,0.0,0.0,0.96,0.5714286,0.5555556,0.6666667,0.51,0.10526316,0.43,0.25,0.045454547,0.030303031,0.4,0.1336117,0.5,0.48387095,0.61538464,0.9074074
0.24167694,0.004830918,0.21235521,0.5769231,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.5,0.31578946,0.24,0.25,0.09090909,0.09090909,0.15416667,0.11064718,0.325,0.3548387,0.34615386,0.4722222
0.16152897,0.019323671,0.23552124,0.30769232,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.24,0.05263158,0.38,0.25,0.015151516,0.015151516,0.31666666,0.18371607,0.275,0.48387095,0.34615386,0.7314815
0.22934648,0.019323671,0.22393823,0.4871795,0.0,0.0,0.95,0.6703297,0.6666667,0.6666667,0.39,0.10526316,0.15,0.25,0.015151516,0.015151516,0.09583333,0.0,0.35,0.0,0.34615386,0.4722222
0.17262639,0.028985508,0.22393823,0.2820513,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.24,0.15789473,0.21,0.0,0.0,0.0,0.26666668,0.0,0.275,0.0,0.30769232,0.537037
0.27620223,0.096618354,0.44015443,0.14102565,0.0,0.0,0.91,0.26373628,0.6666667,0.6666667,0.11,0.0,0.18,0.25,0.0,0.0,0.20416667,0.0,0.3,0.29032257,0.30769232,0.6574074
0.48335388,0.019323671,0.41312742,0.3974359,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.33,0.10526316,0.3,0.34375,0.045454547,0.045454547,0.083333336,0.0,0.225,0.29032257,0.30769232,0.37962964
0.102342784,0.2705314,0.25096524,0.025641026,0.05263158,0.0,0.33,0.25274727,0.6666667,0.5,0.03,0.0,0.67,0.25,0.0,0.0,0.36666667,0.0,0.225,0.29032257,0.34615386,1.0
0.1109741,0.004830918,0.32046333,0.25641027,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.03,0.15789473,0.33,0.28125,0.030303031,0.030303031,0.3,0.22546972,0.3,0.32258064,0.42307693,0.6296296
0.31442663,0.014492754,0.5019305,0.46153846,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.37,0.05263158,0.16,0.03125,0.015151516,0.015151516,0.3625,0.0,0.675,0.32258064,0.7692308,0.7962963
0.20838471,0.028985508,0.25482625,0.23076923,0.0,0.0,0.9,0.24175824,0.6666667,0.6666667,0.2,0.05263158,0.3,0.25,0.0,0.0,0.0375,0.1565762,0.275,0.3548387,0.30769232,0.6666667
0.18372379,0.04347826,0.23166023,0.25641027,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.2,0.05263158,0.35,0.03125,0.0,0.0,0.23333333,0.22129436,0.225,0.38709676,0.0,0.7685185
0.620222,0.014492754,0.33976835,0.37179488,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.29,0.21052632,0.24,0.40625,0.0,0.0,0.07083333,0.0,0.325,0.32258064,0.30769232,0.39814815
0.36251542,0.072463766,0.3899614,0.23076923,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.18,0.0,0.0,0.03125,0.0,0.0,0.0375,0.0,0.25,0.0,0.30769232,0.25925925
0.07274969,0.009661836,0.08108108,0.20512821,0.0,0.0,0.88,0.31868133,0.5555556,0.6666667,0.17,0.10526316,0.18,0.03125,0.015151516,0.015151516,0.2125,0.11899791,0.35,0.32258064,0.34615386,0.712963
0.19358817,0.019323671,0.22779922,0.33333334,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.28,0.21052632,0.15,0.03125,0.0,0.0,0.033333335,0.0,0.225,0.0,0.30769232,0.3425926
0.22811344,0.028985508,0.43243244,0.35897437,0.0,0.0,0.87,0.10989011,0.44444445,0.6666667,0.29,0.10526316,0.5,0.25,0.13636364,0.13636364,0.25,0.10020877,0.275,0.5483871,0.30769232,0.7407407
0.17262639,0.014492754,0.25482625,0.2820513,0.0,0.0,0.96,0.978022,0.6666667,0.6666667,0.25,0.05263158,0.48,0.28125,0.015151516,0.015151516,0.39583334,0.0,0.275,0.29032257,0.42307693,1.0
0.33538842,0.038647342,0.5173745,0.35897437,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.6,0.10526316,0.17,0.5,0.0,0.0,0.05,0.18789144,0.225,0.32258064,0.30769232,0.6018519
0.30332923,0.028985508,0.35135135,0.6666667,0.0,0.0,0.94,0.23076923,0.6666667,0.6666667,0.53,0.10526316,0.49,0.25,0.0,0.0,0.033333335,0.16075157,0.25,0.3548387,0.30769232,0.42592594
0.13193588,0.038647342,0.13899614,0.20512821,0.0,0.0,0.94,0.17582418,0.44444445,0.6666667,0.17,0.15789473,0.19,0.53125,0.0,0.0,0.125,0.0,0.325,0.0,0.34615386,1.0
0.5326757,0.0,0.55212355,0.08974359,0.21052632,0.10526316,0.73,0.2967033,0.6666667,0.0,0.12,0.15789473,0.27,0.25,0.060606062,0.060606062,0.2875,0.20668058,0.35,0.32258064,0.34615386,0.8981481
0.4081381,0.04347826,0.43629342,0.115384616,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.09,0.05263158,0.11,0.25,0.07575758,0.07575758,0.033333335,0.0,0.2,0.0,0.0,0.074074075
0.28236744,0.028985508,0.15057915,0.74358976,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.59,0.5263158,0.05,0.25,0.030303031,0.030303031,0.09583333,0.21503131,0.35,0.32258064,0.3846154,0.32407406
0.19852035,0.062801935,0.1891892,0.21794872,0.0,0.0,0.88,0.15384616,0.44444445,0.6666667,0.17,0.0,0.18,0.25,0.0,0.0,0.39166668,0.0,0.3,0.29032257,0.42307693,0.7314815
0.23551172,0.014492754,0.25096524,0.25641027,0.05263158,0.0,0.79,0.08791209,0.33333334,0.5,0.24,0.10526316,0.42,0.34375,0.015151516,0.015151516,0.1,0.18371607,0.325,0.3548387,0.30769232,0.8148148
0.19605425,0.014492754,0.2007722,0.25641027,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.21,0.05263158,0.25,0.78125,0.0,0.0,0.0625,0.0,0.225,0.29032257,0.30769232,0.6296296
0.15906289,0.014492754,0.23166023,0.26923078,0.05263158,0.05263158,0.96,0.08791209,0.44444445,0.6666667,0.23,0.10526316,0.57,0.25,0.0,0.0,0.0375,0.17745303,0.225,0.38709676,0.30769232,0.8425926
0.22318126,0.019323671,0.12741312,0.23076923,0.0,0.0,0.94,0.42857143,0.6666667,0.6666667,0.18,0.21052632,0.22,0.03125,0.0,0.0,0.25833333,0.22338204,0.425,0.32258064,0.46153846,0.8055556
0.32552403,0.009661836,0.33204633,0.2948718,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.24,0.21052632,0.17,0.25,0.015151516,0.0,0.2375,0.17954071,0.475,0.3548387,0.46153846,0.7222222
0.27990136,0.08695652,0.33204633,0.1923077,0.10526316,0.0,0.71,0.17582418,0.44444445,0.5,0.17,0.0,0.41,0.25,0.045454547,0.045454547,0.1375,0.123173274,0.275,0.3548387,0.30769232,0.7685185
0.27496916,0.038647342,0.26640928,0.32051283,0.05263158,0.0,0.93,0.50549453,0.6666667,0.5,0.27,0.05263158,0.41,0.875,0.0,0.0,0.033333335,0.0,0.2,0.0,0.30769232,0.23148148
0.10850801,0.04347826,0.13513513,0.115384616,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.09,0.05263158,0.11,0.25,0.015151516,0.015151516,0.20833333,0.0,0.325,0.29032257,0.3846154,0.7685185
0.20838471,0.024154589,0.16988418,0.12820514,0.0,0.0,0.9,0.35164836,0.6666667,0.6666667,0.1,0.15789473,0.5,0.34375,0.015151516,0.015151516,0.06666667,0.17118998,0.25,0.32258064,0.30769232,0.6944444
0.38224414,0.024154589,0.25096524,0.7948718,0.05263158,0.05263158,0.97,0.0989011,0.11111111,0.16666667,0.63,0.47368422,0.24,0.25,0.015151516,0.015151516,0.083333336,0.14196242,0.8,0.41935483,0.34615386,0.7314815
0.48581997,0.028985508,0.3899614,0.34615386,0.0,0.0,0.96,0.85714287,0.6666667,0.6666667,0.27,0.10526316,0.48,0.03125,0.0,0.0,0.15,0.123173274,0.375,0.3548387,0.3846154,0.787037
0.47225648,0.11111111,0.35521236,0.35897437,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.28,0.0,0.18,0.03125,0.015151516,0.015151516,0.1625,0.17536534,0.325,0.32258064,0.34615386,0.4814815
0.21454994,0.16908212,0.45173746,0.12820514,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.1,0.0,0.4,0.0,0.0,0.0,0.075,0.0960334,0.225,0.3548387,0.30769232,0.6944444
0.24414304,0.028985508,0.23552124,0.25641027,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.21,0.05263158,0.14,0.40625,0.015151516,0.015151516,0.033333335,0.12108559,0.3,0.32258064,0.30769232,0.5
0.16769421,0.04347826,0.32046333,0.17948718,0.10526316,0.0,0.88,0.0989011,0.33333334,0.5,0.12,0.10526316,0.29,0.03125,0.0,0.0,0.125,0.0960334,0.275,0.3548387,0.30769232,1.0
0.43403205,0.028985508,0.5135135,0.24358974,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.2,0.05263158,0.25,0.25,0.015151516,0.015151516,0.075,0.0,0.275,0.32258064,0.30769232,0.6574074
0.26880395,0.10628019,0.3938224,0.07692308,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.06,0.0,0.5,0.25,0.0,0.0,0.17916666,0.0,0.25,0.29032257,0.34615386,1.0
0.16029593,0.009661836,0.1891892,0.14102565,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.12,0.15789473,0.58,0.375,0.030303031,0.030303031,0.40833333,0.217119,0.3,0.32258064,0.34615386,0.8703704
0.18249075,0.06763285,0.07335907,0.06410257,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.07,0.0,0.4,0.03125,0.015151516,0.015151516,0.42916667,0.0,0.25,0.29032257,0.0,0.7685185
0.16646115,0.033816423,0.2934363,0.3974359,0.0,0.0,0.98,0.7032967,0.6666667,0.6666667,0.46,0.15789473,0.57,0.03125,0.015151516,0.015151516,0.15416667,0.20041753,0.3,0.3548387,0.30769232,0.7962963
0.24537608,0.048309177,0.31660232,0.20512821,0.0,0.0,1.0,0.010989011,0.6666667,0.8333333,0.17,0.05263158,0.41,0.65625,0.0,0.0,0.13333334,0.0,0.225,0.29032257,0.0,0.44444445
0.099876694,0.028985508,0.13899614,0.07692308,0.0,0.0,1.0,0.010989011,0.7777778,1.0,0.06,0.05263158,0.67,0.25,0.015151516,0.015151516,0.0375,0.20668058,0.225,0.32258064,0.30769232,1.0
